CustomerID,PaymentType,AccountType,PaymentDate,PaymentDay,PaymentAmount,BalanceBefore,CardExpired,PreviousFailures,IsWeekend,PaymentStatus
CUST5213,Loan EMI,Current,2025-07-23,2,74.44,10.76,1,0,FALSE,Fail
CUST9155,Loan EMI,Current,2025-07-15,15,76.81,219.97,1,0,FALSE,Fail
CUST8776,Insurance,Salary,2025-07-07,8,89.33,96.38,0,0,FALSE,Success
CUST8479,Subscription,Salary,2025-07-09,10,73.96,35.53,1,1,FALSE,Fail
CUST7824,Insurance,Current,2025-07-12,13,109.28,166.88,0,0,TRUE,Success
CUST5818,Insurance,Current,2025-07-20,27,50.95,140.15,0,2,TRUE,Success
CUST9123,Insurance,Salary,2025-07-19,14,45.28,36.97,1,0,TRUE,Fail
CUST7293,Insurance,Current,2025-07-03,25,126.2,189.88,1,0,FALSE,Fail
CUST4638,Utility,Salary,2025-07-01,7,28.48,51.91,1,1,FALSE,Fail
CUST6430,Subscription,Salary,2025-07-13,9,47.42,144.92,0,1,TRUE,Success
CUST8945,Credit Card,Current,2025-07-09,10,51.5,55.4,1,2,FALSE,Fail
CUST9363,Utility,Salary,2025-07-18,7,106.32,152.64,1,1,FALSE,Fail
CUST2222,Subscription,Current,2025-07-14,25,65.27,74.98,1,3,FALSE,Fail
CUST6281,Insurance,Current,2025-07-16,3,113.98,90.62,0,4,FALSE,Fail
CUST5935,Utility,Current,2025-07-16,21,83.79,68.07,1,0,FALSE,Fail
CUST9324,Subscription,Salary,2025-07-18,13,80.24,39.4,0,2,FALSE,Fail
CUST7472,Loan EMI,Savings,2025-07-20,15,45.76,105.11,0,0,TRUE,Success
CUST6225,Subscription,Salary,2025-07-16,16,98.1,181.52,0,2,FALSE,Success
CUST6244,Loan EMI,Savings,2025-07-16,16,67.64,49.95,1,0,FALSE,Fail
CUST6166,Credit Card,Current,2025-07-21,17,101.36,109.38,0,2,FALSE,Success
CUST2735,Subscription,Current,2025-07-27,16,67.06,223.07,1,0,TRUE,Fail
CUST5032,Insurance,Current,2025-07-13,16,46.11,114.97,1,0,TRUE,Fail
CUST1837,Credit Card,Savings,2025-07-13,15,42.87,86.99,0,3,TRUE,Fail
CUST2855,Subscription,Savings,2025-07-04,9,89.2,105.56,0,2,FALSE,Success
CUST2178,Utility,Current,2025-07-03,5,106.37,109.26,1,0,FALSE,Fail
CUST9065,Credit Card,Savings,2025-07-28,27,81.42,39.13,1,3,FALSE,Fail
CUST4286,Utility,Current,2025-07-26,21,76.75,39.6,1,3,TRUE,Fail
CUST7754,Utility,Current,2025-07-06,10,33.67,6.78,1,4,TRUE,Fail
CUST6607,Insurance,Salary,2025-07-25,11,118.12,138.49,1,2,FALSE,Fail
CUST9388,Loan EMI,Salary,2025-07-22,11,65.54,123.49,0,1,FALSE,Success
CUST5106,Utility,Savings,2025-07-17,13,60.44,84.53,1,1,FALSE,Fail
CUST8996,Credit Card,Savings,2025-07-28,14,95.59,34.95,1,0,FALSE,Fail
CUST4825,Subscription,Savings,2025-07-27,10,48.21,51.47,1,2,TRUE,Fail
CUST3962,Insurance,Current,2025-07-10,26,53.09,83.91,1,0,FALSE,Fail
CUST9546,Utility,Salary,2025-07-21,15,146.67,258.84,1,3,FALSE,Fail
CUST5825,Loan EMI,Salary,2025-07-11,10,106.44,95.01,1,0,FALSE,Fail
CUST5022,Utility,Salary,2025-07-10,2,51.22,65.48,1,0,FALSE,Fail
CUST6876,Subscription,Salary,2025-07-18,14,51.85,154.92,1,0,FALSE,Fail
CUST5236,Insurance,Current,2025-07-21,22,60.75,48.08,0,2,FALSE,Fail
CUST5765,Insurance,Salary,2025-07-12,9,86.32,188.89,1,1,TRUE,Fail
CUST9383,Loan EMI,Current,2025-07-28,9,53.08,9.08,0,1,FALSE,Fail
CUST1644,Insurance,Salary,2025-07-19,17,67.88,181.48,1,0,TRUE,Fail
CUST7471,Utility,Salary,2025-07-21,17,-22.24,-53.46,1,0,FALSE,Fail
CUST3461,Subscription,Savings,2025-07-13,16,15.15,-29.86,0,2,TRUE,Fail
CUST7990,Loan EMI,Salary,2025-07-07,18,118.24,66.45,1,2,FALSE,Fail
CUST4644,Utility,Savings,2025-07-17,27,68.93,91.97,1,2,FALSE,Fail
CUST9034,Subscription,Salary,2025-07-19,22,122.58,80.69,0,1,TRUE,Fail
CUST1459,Loan EMI,Savings,2025-07-22,25,70.45,119.87,1,2,FALSE,Fail
CUST2058,Credit Card,Savings,2025-07-02,13,60.41,90.79,1,0,FALSE,Fail
CUST6756,Loan EMI,Savings,2025-07-03,5,57.32,119.8,1,0,FALSE,Fail
CUST9799,Subscription,Current,2025-07-24,1,103.56,196.19,1,3,FALSE,Fail
CUST5106,Insurance,Salary,2025-07-13,5,91.55,76.04,1,2,TRUE,Fail
CUST8415,Subscription,Savings,2025-07-02,16,113.33,103.75,0,0,FALSE,Fail
CUST6692,Credit Card,Salary,2025-07-28,23,121.59,119.61,1,1,FALSE,Fail
CUST5998,Loan EMI,Current,2025-07-09,1,75.36,141.91,1,1,FALSE,Fail
CUST5688,Loan EMI,Salary,2025-07-19,11,67.82,130.52,0,0,TRUE,Success
CUST5289,Insurance,Salary,2025-07-28,5,84.72,98.21,0,2,FALSE,Success
CUST4314,Utility,Current,2025-07-11,26,21.24,18.9,1,0,FALSE,Fail
CUST4441,Utility,Current,2025-07-14,20,109.74,169.32,0,2,FALSE,Success
CUST7805,Subscription,Salary,2025-07-03,16,54.03,73.59,1,1,FALSE,Fail
CUST2135,Loan EMI,Salary,2025-07-01,23,65.73,125.92,0,0,FALSE,Success
CUST1089,Loan EMI,Salary,2025-07-18,26,87.39,79.2,0,1,FALSE,Fail
CUST5878,Loan EMI,Salary,2025-07-11,9,82.35,77.0,0,0,FALSE,Fail
CUST7052,Utility,Salary,2025-07-26,5,91.77,155.4,0,0,TRUE,Success
CUST3792,Utility,Savings,2025-07-25,26,31.56,-18.81,1,4,FALSE,Fail
CUST2257,Utility,Current,2025-07-04,23,13.89,112.39,0,1,FALSE,Success
CUST3085,Loan EMI,Current,2025-07-05,7,65.93,85.7,0,1,TRUE,Success
CUST5321,Utility,Current,2025-07-12,3,113.13,171.67,0,2,TRUE,Success
CUST9121,Utility,Salary,2025-07-02,24,95.7,95.64,0,0,FALSE,Fail
CUST4037,Loan EMI,Current,2025-07-01,8,77.09,146.27,1,1,FALSE,Fail
CUST7958,Loan EMI,Salary,2025-07-11,15,89.21,111.93,0,1,FALSE,Success
CUST6383,Utility,Salary,2025-07-18,16,62.04,175.04,1,1,FALSE,Fail
CUST2974,Loan EMI,Savings,2025-07-07,11,71.67,140.49,1,1,FALSE,Fail
CUST1841,Utility,Salary,2025-07-28,25,70.27,22.52,0,0,FALSE,Fail
CUST5559,Loan EMI,Current,2025-07-22,20,52.23,79.75,1,3,FALSE,Fail
CUST2317,Subscription,Savings,2025-07-21,17,103.51,94.66,0,1,FALSE,Fail
CUST4399,Insurance,Current,2025-07-08,4,35.39,146.96,0,2,FALSE,Success
CUST5177,Utility,Savings,2025-07-15,5,72.79,78.68,1,2,FALSE,Fail
CUST3041,Credit Card,Salary,2025-07-02,25,23.61,111.3,1,3,FALSE,Fail
CUST6334,Insurance,Savings,2025-07-27,8,27.17,17.2,1,0,TRUE,Fail
CUST4452,Loan EMI,Current,2025-07-05,18,82.78,117.9,1,5,TRUE,Fail
CUST7390,Loan EMI,Current,2025-07-17,23,65.61,5.65,1,0,FALSE,Fail
CUST4070,Utility,Salary,2025-07-16,7,78.61,124.33,1,0,FALSE,Fail
CUST8040,Subscription,Salary,2025-07-19,2,106.81,203.88,0,0,TRUE,Success
CUST7327,Subscription,Salary,2025-07-21,10,84.97,67.55,1,2,FALSE,Fail
CUST5787,Subscription,Savings,2025-07-18,12,80.1,157.76,0,2,FALSE,Success
CUST1063,Utility,Salary,2025-07-02,23,94.36,182.79,0,1,FALSE,Success
CUST3647,Insurance,Current,2025-07-24,3,106.75,38.81,1,1,FALSE,Fail
CUST5120,Utility,Savings,2025-07-04,3,66.92,122.8,1,2,FALSE,Fail
CUST2859,Utility,Savings,2025-07-02,13,104.45,140.99,1,1,FALSE,Fail
CUST5146,Insurance,Savings,2025-07-05,16,74.56,134.38,1,0,TRUE,Fail
CUST5244,Subscription,Current,2025-07-15,17,86.52,104.89,1,1,FALSE,Fail
CUST1904,Utility,Savings,2025-07-05,27,35.87,89.35,0,0,TRUE,Success
CUST5200,Credit Card,Salary,2025-07-23,17,41.96,86.34,0,0,FALSE,Success
CUST7216,Loan EMI,Savings,2025-07-01,7,73.12,140.88,1,1,FALSE,Fail
CUST5927,Utility,Current,2025-07-03,22,59.09,39.45,0,0,FALSE,Fail
CUST7389,Loan EMI,Current,2025-07-20,1,31.98,42.4,1,0,TRUE,Fail
CUST6791,Loan EMI,Salary,2025-07-04,20,133.94,155.7,0,0,FALSE,Success
CUST8887,Utility,Salary,2025-07-20,12,90.44,170.67,1,0,TRUE,Fail
CUST7713,Loan EMI,Salary,2025-07-11,28,71.63,80.58,0,2,FALSE,Success
CUST3243,Subscription,Salary,2025-07-04,26,58.58,17.18,1,1,FALSE,Fail
CUST4348,Loan EMI,Savings,2025-07-13,16,56.2,-33.41,0,1,TRUE,Fail
CUST8130,Insurance,Savings,2025-07-07,22,100.54,71.14,1,2,FALSE,Fail
CUST8903,Credit Card,Savings,2025-07-22,28,71.16,43.38,1,1,FALSE,Fail
CUST8890,Subscription,Current,2025-07-07,3,52.31,1.2,0,0,FALSE,Fail
CUST6204,Insurance,Current,2025-07-27,27,43.16,30.44,0,0,TRUE,Fail
CUST5614,Utility,Salary,2025-07-18,4,125.61,189.69,0,2,FALSE,Success
CUST5332,Insurance,Current,2025-07-02,8,146.23,216.96,1,1,FALSE,Fail
CUST4086,Utility,Current,2025-07-02,16,63.36,49.94,1,0,FALSE,Fail
CUST8634,Loan EMI,Current,2025-07-08,17,102.79,218.26,1,0,FALSE,Fail
CUST5353,Credit Card,Salary,2025-07-09,12,75.83,102.2,1,0,FALSE,Fail
CUST6734,Loan EMI,Salary,2025-07-08,12,55.48,51.12,1,0,FALSE,Fail
CUST8005,Insurance,Current,2025-07-11,3,50.14,42.88,1,1,FALSE,Fail
CUST1198,Loan EMI,Savings,2025-07-16,8,-0.08,54.15,0,1,FALSE,Success
CUST6471,Loan EMI,Current,2025-07-18,2,86.71,102.46,0,2,FALSE,Success
CUST3878,Insurance,Savings,2025-07-07,25,90.03,61.15,0,2,FALSE,Fail
CUST6004,Utility,Salary,2025-07-25,17,102.99,84.9,0,0,FALSE,Fail
CUST6351,Utility,Salary,2025-07-26,2,52.1,-18.14,0,1,TRUE,Fail
CUST9650,Subscription,Current,2025-07-23,17,82.79,57.57,0,0,FALSE,Fail
CUST8944,Loan EMI,Current,2025-07-14,10,40.83,74.22,1,1,FALSE,Fail
CUST7991,Insurance,Salary,2025-07-02,11,70.54,70.17,0,0,FALSE,Fail
CUST9312,Utility,Current,2025-07-28,7,105.19,96.35,1,0,FALSE,Fail
CUST9778,Utility,Salary,2025-07-26,9,108.19,166.77,1,1,TRUE,Fail
CUST7592,Insurance,Savings,2025-07-06,26,21.89,-9.74,1,3,TRUE,Fail
CUST4370,Loan EMI,Current,2025-07-13,4,80.09,104.56,0,0,TRUE,Success
CUST5953,Subscription,Salary,2025-07-02,20,77.6,89.82,1,2,FALSE,Fail
CUST2516,Loan EMI,Current,2025-07-28,19,57.16,106.58,0,0,FALSE,Success
CUST8017,Insurance,Savings,2025-07-04,20,86.83,85.78,1,1,FALSE,Fail
CUST7893,Subscription,Current,2025-07-07,20,101.13,104.83,0,1,FALSE,Success
CUST5178,Insurance,Savings,2025-07-28,12,13.86,-16.54,1,1,FALSE,Fail
CUST3228,Credit Card,Salary,2025-07-26,16,75.55,179.37,0,0,TRUE,Success
CUST6114,Loan EMI,Current,2025-07-07,7,67.82,128.98,0,2,FALSE,Success
CUST2932,Credit Card,Savings,2025-07-01,2,30.64,107.83,1,0,FALSE,Fail
CUST1779,Loan EMI,Savings,2025-07-26,4,90.28,172.65,1,3,TRUE,Fail
CUST4315,Subscription,Savings,2025-07-25,17,42.26,21.41,1,1,FALSE,Fail
CUST6024,Utility,Savings,2025-07-17,20,120.29,160.39,0,1,FALSE,Success
CUST1028,Loan EMI,Current,2025-07-27,21,113.61,111.38,0,0,TRUE,Fail
CUST8692,Insurance,Salary,2025-07-21,25,97.71,71.6,0,2,FALSE,Fail
CUST4373,Credit Card,Salary,2025-07-27,26,26.03,60.08,1,0,TRUE,Fail
CUST9588,Loan EMI,Current,2025-07-28,21,21.64,116.44,1,2,FALSE,Fail
CUST8265,Credit Card,Savings,2025-07-19,26,80.42,232.6,1,1,TRUE,Fail
CUST2458,Loan EMI,Savings,2025-07-17,15,128.46,177.97,0,2,FALSE,Success
CUST9636,Loan EMI,Savings,2025-07-25,27,131.46,218.73,0,1,FALSE,Success
CUST9706,Insurance,Savings,2025-07-26,9,45.31,59.02,1,2,TRUE,Fail
CUST7515,Utility,Savings,2025-07-09,23,151.16,197.36,1,1,FALSE,Fail
CUST7413,Loan EMI,Savings,2025-07-22,1,107.13,97.99,1,0,FALSE,Fail
CUST9194,Subscription,Salary,2025-07-16,20,44.64,-18.1,1,2,FALSE,Fail
CUST8672,Loan EMI,Salary,2025-07-09,27,113.1,92.18,0,1,FALSE,Fail
CUST3985,Subscription,Savings,2025-07-02,14,41.24,53.79,0,0,FALSE,Success
CUST7992,Insurance,Current,2025-07-18,8,-5.91,11.38,1,1,FALSE,Fail
CUST2527,Subscription,Savings,2025-07-08,14,130.47,206.8,1,0,FALSE,Fail
CUST6394,Loan EMI,Savings,2025-07-25,10,44.48,90.31,0,1,FALSE,Success
CUST1521,Credit Card,Current,2025-07-11,9,51.03,62.8,1,2,FALSE,Fail
CUST7735,Utility,Salary,2025-07-20,1,75.42,94.21,1,0,TRUE,Fail
CUST8868,Credit Card,Salary,2025-07-26,23,71.55,99.3,0,0,TRUE,Success
CUST1054,Credit Card,Savings,2025-07-15,16,74.02,66.85,1,1,FALSE,Fail
CUST5973,Insurance,Salary,2025-07-19,23,67.35,162.55,0,1,TRUE,Success
CUST9718,Subscription,Current,2025-07-16,8,112.38,28.71,0,0,FALSE,Fail
CUST2126,Subscription,Salary,2025-07-17,8,83.7,90.96,0,1,FALSE,Success
CUST8837,Credit Card,Salary,2025-07-16,21,100.0,53.67,0,1,FALSE,Fail
CUST7120,Credit Card,Current,2025-07-04,9,89.56,70.93,1,1,FALSE,Fail
CUST7765,Credit Card,Salary,2025-07-07,3,53.87,37.45,0,1,FALSE,Fail
CUST2950,Loan EMI,Salary,2025-07-16,18,77.96,91.44,1,0,FALSE,Fail
CUST2571,Utility,Salary,2025-07-28,17,38.34,93.99,0,0,FALSE,Success
CUST4016,Subscription,Salary,2025-07-28,17,99.42,72.4,0,2,FALSE,Fail
CUST2612,Credit Card,Savings,2025-07-15,18,42.57,93.37,0,0,FALSE,Success
CUST4341,Utility,Salary,2025-07-03,9,24.91,133.14,0,2,FALSE,Success
CUST8913,Loan EMI,Savings,2025-07-19,19,53.87,3.45,0,1,TRUE,Fail
CUST4485,Credit Card,Current,2025-07-14,16,36.59,144.33,0,1,FALSE,Success
CUST8003,Subscription,Current,2025-07-26,28,81.33,96.49,0,1,TRUE,Success
CUST9564,Subscription,Salary,2025-07-01,5,73.87,149.04,1,2,FALSE,Fail
CUST3702,Credit Card,Current,2025-07-03,2,139.66,193.27,1,0,FALSE,Fail
CUST6512,Loan EMI,Savings,2025-07-21,6,80.13,90.93,1,2,FALSE,Fail
CUST2403,Loan EMI,Current,2025-07-08,13,26.11,73.7,0,1,FALSE,Success
CUST7918,Credit Card,Savings,2025-07-18,11,60.93,107.28,1,0,FALSE,Fail
CUST9521,Loan EMI,Savings,2025-07-02,9,82.68,151.81,1,2,FALSE,Fail
CUST5694,Credit Card,Salary,2025-07-18,26,70.26,130.59,1,1,FALSE,Fail
CUST9281,Loan EMI,Salary,2025-07-22,9,64.56,94.49,1,1,FALSE,Fail
CUST3973,Insurance,Current,2025-07-09,20,29.28,9.36,1,0,FALSE,Fail
CUST1130,Subscription,Current,2025-07-18,13,45.72,118.4,1,1,FALSE,Fail
CUST2030,Credit Card,Current,2025-07-27,11,89.8,119.04,1,1,TRUE,Fail
CUST1877,Credit Card,Salary,2025-07-02,28,57.73,83.83,1,1,FALSE,Fail
CUST8597,Utility,Current,2025-07-13,1,109.48,94.32,1,0,TRUE,Fail
CUST4633,Loan EMI,Current,2025-07-01,2,80.4,83.66,0,1,FALSE,Success
CUST7476,Credit Card,Savings,2025-07-06,5,28.26,28.24,0,3,TRUE,Fail
CUST4571,Utility,Current,2025-07-01,17,22.11,99.32,1,0,FALSE,Fail
CUST1994,Insurance,Savings,2025-07-05,5,72.77,123.8,1,0,TRUE,Fail
CUST6937,Credit Card,Current,2025-07-16,26,106.94,132.92,0,3,FALSE,Fail
CUST3188,Loan EMI,Current,2025-07-01,23,61.39,113.04,1,1,FALSE,Fail
CUST1031,Insurance,Salary,2025-07-11,16,99.55,126.24,0,0,FALSE,Success
CUST8658,Loan EMI,Current,2025-07-27,1,42.57,115.23,1,4,TRUE,Fail
CUST1497,Subscription,Savings,2025-07-21,20,61.04,125.37,1,1,FALSE,Fail
CUST4303,Insurance,Savings,2025-07-21,7,32.85,77.9,1,0,FALSE,Fail
CUST8266,Insurance,Savings,2025-07-14,22,81.66,77.72,1,0,FALSE,Fail
CUST1989,Credit Card,Savings,2025-07-22,26,67.17,93.92,0,0,FALSE,Success
CUST1644,Loan EMI,Salary,2025-07-15,5,118.41,148.24,0,0,FALSE,Success
CUST4884,Subscription,Salary,2025-07-21,3,101.03,135.18,1,1,FALSE,Fail
CUST5486,Subscription,Savings,2025-07-20,25,96.4,118.75,1,2,TRUE,Fail
CUST8814,Utility,Savings,2025-07-03,6,59.48,149.95,0,1,FALSE,Success
CUST5207,Utility,Savings,2025-07-16,6,61.63,154.3,1,1,FALSE,Fail
CUST8163,Credit Card,Savings,2025-07-11,10,62.39,68.3,1,0,FALSE,Fail
CUST7950,Insurance,Savings,2025-07-05,24,44.82,12.27,1,0,TRUE,Fail
CUST1467,Subscription,Salary,2025-07-28,1,73.96,105.67,1,1,FALSE,Fail
CUST5673,Credit Card,Savings,2025-07-13,19,104.53,113.83,1,2,TRUE,Fail
CUST1142,Credit Card,Current,2025-07-05,3,110.01,211.07,1,1,TRUE,Fail
CUST7137,Loan EMI,Current,2025-07-21,5,59.47,49.52,1,0,FALSE,Fail
CUST6625,Utility,Salary,2025-07-26,17,55.88,135.33,1,0,TRUE,Fail
CUST6735,Utility,Current,2025-07-04,24,63.8,25.12,0,2,FALSE,Fail
CUST9447,Insurance,Salary,2025-07-06,17,58.43,110.08,0,0,TRUE,Success
CUST7743,Subscription,Salary,2025-07-20,24,145.72,212.61,0,1,TRUE,Success
CUST8650,Credit Card,Salary,2025-07-18,2,64.12,113.31,1,0,FALSE,Fail
CUST7942,Loan EMI,Current,2025-07-06,14,83.58,120.3,0,1,TRUE,Success
CUST2038,Subscription,Savings,2025-07-10,11,69.69,49.78,0,1,FALSE,Fail
CUST2338,Insurance,Salary,2025-07-08,2,74.01,183.74,0,0,FALSE,Success
CUST2854,Utility,Current,2025-07-28,5,95.84,62.8,1,0,FALSE,Fail
CUST2872,Utility,Savings,2025-07-25,28,74.51,153.93,1,1,FALSE,Fail
CUST7632,Insurance,Savings,2025-07-11,12,60.32,132.53,0,2,FALSE,Success
CUST4641,Loan EMI,Savings,2025-07-17,27,82.2,117.48,0,3,FALSE,Fail
CUST2333,Subscription,Savings,2025-07-03,4,90.07,152.94,0,2,FALSE,Success
CUST1653,Subscription,Current,2025-07-18,7,69.99,97.33,0,0,FALSE,Success
CUST6936,Loan EMI,Salary,2025-07-26,13,54.31,99.06,0,2,TRUE,Success
CUST6277,Credit Card,Salary,2025-07-25,24,80.73,103.05,1,1,FALSE,Fail
CUST9899,Insurance,Current,2025-07-20,26,94.36,222.52,1,1,TRUE,Fail
CUST4291,Insurance,Current,2025-07-01,20,82.48,181.35,1,1,FALSE,Fail
CUST9131,Loan EMI,Current,2025-07-13,3,93.24,122.57,0,0,TRUE,Success
CUST9754,Credit Card,Salary,2025-07-06,4,80.27,120.7,1,0,TRUE,Fail
CUST3005,Subscription,Current,2025-07-27,15,107.21,75.88,0,0,TRUE,Fail
CUST9848,Utility,Savings,2025-07-07,10,20.7,88.95,0,1,FALSE,Success
CUST1625,Loan EMI,Savings,2025-07-07,28,86.01,79.72,0,0,FALSE,Fail
CUST8988,Subscription,Current,2025-07-16,13,121.97,138.68,1,1,FALSE,Fail
CUST8106,Credit Card,Savings,2025-07-28,19,31.56,-58.38,1,0,FALSE,Fail
CUST9581,Insurance,Salary,2025-07-21,16,94.46,163.83,1,0,FALSE,Fail
CUST4683,Subscription,Current,2025-07-01,19,82.31,74.11,1,1,FALSE,Fail
CUST6875,Loan EMI,Savings,2025-07-02,23,94.51,109.55,1,1,FALSE,Fail
CUST3569,Utility,Savings,2025-07-08,14,29.23,14.63,1,2,FALSE,Fail
CUST4497,Insurance,Current,2025-07-28,18,53.67,40.21,1,0,FALSE,Fail
CUST8283,Subscription,Savings,2025-07-28,7,37.45,129.64,1,3,FALSE,Fail
CUST9772,Subscription,Salary,2025-07-01,17,85.28,128.12,0,3,FALSE,Fail
CUST4222,Utility,Savings,2025-07-24,14,80.9,136.35,1,2,FALSE,Fail
CUST9266,Subscription,Current,2025-07-13,17,86.25,68.38,0,1,TRUE,Fail
CUST4493,Loan EMI,Current,2025-07-27,8,52.78,72.07,0,1,TRUE,Success
CUST1206,Utility,Current,2025-07-05,11,55.96,125.75,1,1,TRUE,Fail
CUST3130,Utility,Current,2025-07-25,7,69.81,55.4,0,1,FALSE,Fail
CUST1811,Subscription,Current,2025-07-10,2,105.71,71.03,0,2,FALSE,Fail
CUST2106,Subscription,Current,2025-07-18,9,45.99,63.6,0,0,FALSE,Success
CUST3370,Loan EMI,Salary,2025-07-28,16,147.06,165.93,1,2,FALSE,Fail
CUST7185,Subscription,Current,2025-07-01,25,81.25,-0.84,0,0,FALSE,Fail
CUST4617,Insurance,Current,2025-07-19,20,66.92,82.61,0,0,TRUE,Success
CUST9325,Credit Card,Salary,2025-07-06,8,44.95,50.89,1,2,TRUE,Fail
CUST9240,Insurance,Salary,2025-07-18,15,60.2,57.95,0,0,FALSE,Fail
CUST1967,Utility,Savings,2025-07-01,18,116.98,183.21,0,0,FALSE,Success
CUST4799,Utility,Current,2025-07-13,1,129.36,167.26,0,3,TRUE,Fail
CUST7897,Utility,Salary,2025-07-23,16,78.44,145.95,1,2,FALSE,Fail
CUST2800,Subscription,Savings,2025-07-01,17,127.08,156.98,1,0,FALSE,Fail
CUST4944,Loan EMI,Current,2025-07-05,28,44.05,37.59,0,2,TRUE,Fail
CUST5089,Utility,Current,2025-07-13,28,126.83,168.65,1,0,TRUE,Fail
CUST8276,Subscription,Current,2025-07-05,8,41.17,89.38,0,1,TRUE,Success
CUST1311,Loan EMI,Current,2025-07-03,18,107.73,122.19,0,2,FALSE,Success
CUST1671,Loan EMI,Savings,2025-07-02,3,38.23,-14.99,0,1,FALSE,Fail
CUST8611,Credit Card,Current,2025-07-09,7,81.73,154.08,1,1,FALSE,Fail
CUST3414,Utility,Savings,2025-07-12,23,107.36,125.43,0,2,TRUE,Success
CUST2843,Subscription,Current,2025-07-06,11,99.01,127.97,0,0,TRUE,Success
CUST2585,Credit Card,Salary,2025-07-23,19,119.3,208.3,1,1,FALSE,Fail
CUST5890,Credit Card,Savings,2025-07-10,10,89.82,122.85,0,0,FALSE,Success
CUST8547,Credit Card,Salary,2025-07-24,25,84.71,90.14,0,1,FALSE,Success
CUST5516,Subscription,Current,2025-07-11,13,70.3,143.42,1,1,FALSE,Fail
CUST2039,Subscription,Savings,2025-07-12,24,40.33,76.29,0,2,TRUE,Success
CUST3046,Credit Card,Savings,2025-07-02,7,36.16,114.2,0,1,FALSE,Success
CUST1331,Utility,Current,2025-07-27,4,73.59,117.44,1,0,TRUE,Fail
CUST4154,Subscription,Salary,2025-07-23,16,12.15,44.86,0,1,FALSE,Success
CUST7985,Subscription,Salary,2025-07-22,15,94.47,44.87,0,1,FALSE,Fail
CUST1825,Insurance,Current,2025-07-27,16,100.41,181.54,1,2,TRUE,Fail
CUST1895,Subscription,Salary,2025-07-13,1,105.91,137.85,0,0,TRUE,Success
CUST3289,Loan EMI,Current,2025-07-26,19,65.19,57.64,1,0,TRUE,Fail
CUST8867,Utility,Current,2025-07-03,10,96.83,119.43,1,0,FALSE,Fail
CUST7695,Subscription,Savings,2025-07-20,5,71.07,39.32,1,1,TRUE,Fail
CUST3225,Loan EMI,Current,2025-07-25,26,57.34,77.8,1,0,FALSE,Fail
